Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
IOT,SAMSARA INC CLASS A,Information Technology,Equity,"14,037,542.19",0.01,"14,037,542.19","390,909.00",35.91,United States,New York Stock Exchange Inc.,USD
ABF,ASSOCIATED BRITISH FOODS PLC,Consumer Staples,Equity,"13,979,063.50",0.01,"13,979,063.50","475,537.00",29.40,United Kingdom,London Stock Exchange,GBP
9021,WEST JAPAN RAILWAY,Industrials,Equity,"13,964,136.57",0.01,"13,964,136.57","601,678.00",23.21,Japan,Tokyo Stock Exchange,JPY
GWO,GREAT WEST LIFECO INC,Financials,Equity,"13,946,450.36",0.01,"13,946,450.36","367,889.00",37.91,Canada,Toronto Stock Exchange,CAD
METSO,METSO CORPORATION,Industrials,Equity,"13,931,902.27",0.01,"13,931,902.27","1,090,590.00",12.77,Finland,Nasdaq Omx Helsinki Ltd.,EUR
MAERSK B,A P MOLLER MAERSK B,Industrials,Equity,"13,889,546.73",0.01,"13,889,546.73","6,854.00","2,026.49",Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
WCP,WHITECAP RESOURCES INC,Energy,Equity,"13,878,338.11",0.01,"13,878,338.11","1,862,900.00",7.45,Canada,Toronto Stock Exchange,CAD
MKS,MARKS AND SPENCER GROUP PLC,Consumer Staples,Equity,"13,831,175.04",0.01,"13,831,175.04","3,013,201.00",4.59,United Kingdom,London Stock Exchange,GBP
3088,MATSUKIYOKARA,Consumer Staples,Equity,"13,817,314.93",0.01,"13,817,314.93","632,700.00",21.84,Japan,Tokyo Stock Exchange,JPY
MOWI,MOWI,Consumer Staples,Equity,"13,702,891.01",0.01,"13,702,891.01","721,791.00",18.98,Norway,Oslo Bors Asa,NOK
BSY,BENTLEY SYSTEMS INC CLASS B,Information Technology,Equity,"13,631,184.70",0.01,"13,631,184.70","238,934.00",57.05,United States,NASDAQ,USD
4523,EISAI LTD,Health Care,Equity,"13,627,939.64",0.01,"13,627,939.64","465,240.00",29.29,Japan,Tokyo Stock Exchange,JPY
C38U,CAPITALAND INTEGRATED COMMERCIAL T,Real Estate,Equity,"13,563,084.37",0.01,"13,563,084.37","7,800,590.00",1.74,Singapore,Singapore Exchange,SGD
8113,UNICHARM CORP,Consumer Staples,Equity,"13,500,311.30",0.01,"13,500,311.30","1,925,100.00",7.01,Japan,Tokyo Stock Exchange,JPY
EN,BOUYGUES SA,Industrials,Equity,"13,389,331.48",0.01,"13,389,331.48","315,779.00",42.40,France,Nyse Euronext - Euronext Paris,EUR
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Equity,"13,320,851.58",0.01,"13,320,851.58","270,639.00",49.22,United States,New York Stock Exchange Inc.,USD
G24,SCOUT24 N,Communication,Equity,"13,312,961.95",0.01,"13,312,961.95","96,564.00",137.87,Germany,Xetra,EUR
BN4,KEPPEL LTD,Industrials,Equity,"13,265,339.75",0.01,"13,265,339.75","2,029,660.00",6.54,Singapore,Singapore Exchange,SGD
ADDT B,ADDTECH CLASS B,Industrials,Equity,"13,212,837.26",0.01,"13,212,837.26","387,433.00",34.10,Sweden,Nasdaq Omx Nordic,SEK
AVTR,AVANTOR INC,Health Care,Equity,"13,142,060.52",0.01,"13,142,060.52","1,129,043.00",11.64,United States,New York Stock Exchange Inc.,USD
FORTUM,FORTUM,Utilities,Equity,"13,064,642.90",0.01,"13,064,642.90","698,561.00",18.70,Finland,Nasdaq Omx Helsinki Ltd.,EUR
AUTO,AUTO TRADER GROUP PLC,Communication,Equity,"13,063,997.33",0.01,"13,063,997.33","1,185,804.00",11.02,United Kingdom,London Stock Exchange,GBP
HELN,HELVETIA HOLDING AG,Financials,Equity,"13,019,276.80",0.01,"13,019,276.80","52,132.00",249.74,Switzerland,SIX Swiss Exchange,CHF
VACN,VAT GROUP AG,Industrials,Equity,"13,000,646.64",0.01,"13,000,646.64","37,084.00",350.57,Switzerland,SIX Swiss Exchange,CHF
MOH,MOLINA HEALTHCARE INC,Health Care,Equity,"12,967,352.44",0.01,"12,967,352.44","83,531.00",155.24,United States,New York Stock Exchange Inc.,USD
3,HONG KONG AND CHINA GAS LTD,Utilities,Equity,"12,968,739.17",0.01,"12,968,739.17","14,584,815.00",0.89,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
SIG,SIGMA HEALTHCARE LTD,Health Care,Equity,"12,953,936.83",0.01,"12,953,936.83","6,961,069.00",1.86,Australia,Asx - All Markets,AUD
S32,SOUTH32 LTD,Materials,Equity,"12,960,355.93",0.01,"12,960,355.93","6,845,670.00",1.89,Australia,Asx - All Markets,AUD
5713,SUMITOMO METAL MINING LTD,Materials,Equity,"12,915,555.40",0.01,"12,915,555.40","542,082.00",23.83,Japan,Tokyo Stock Exchange,JPY
TELIA,TELIA COMPANY,Communication,Equity,"12,892,908.16",0.01,"12,892,908.16","3,543,095.00",3.64,Sweden,Nasdaq Omx Nordic,SEK
SGH,SGH LTD,Industrials,Equity,"12,841,991.21",0.01,"12,841,991.21","393,557.00",32.63,Australia,Asx - All Markets,AUD
3659,NEXON LTD,Communication,Equity,"12,810,684.21",0.01,"12,810,684.21","656,542.00",19.51,Japan,Tokyo Stock Exchange,JPY
MNG,M&G PLC,Financials,Equity,"12,772,969.18",0.01,"12,772,969.18","3,688,152.00",3.46,United Kingdom,London Stock Exchange,GBP
HM B,HENNES & MAURITZ,Consumer Discretionary,Equity,"12,732,671.50",0.01,"12,732,671.50","944,988.00",13.47,Sweden,Nasdaq Omx Nordic,SEK
TRYG,TRYG,Financials,Equity,"12,735,850.59",0.01,"12,735,850.59","509,754.00",24.98,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
CAR,CAR GROUP LTD,Communication,Equity,"12,727,918.68",0.01,"12,727,918.68","522,773.00",24.35,Australia,Asx - All Markets,AUD
9502,CHUBU ELECTRIC POWER INC,Utilities,Equity,"12,713,376.43",0.01,"12,713,376.43","991,025.00",12.83,Japan,Tokyo Stock Exchange,JPY
MAERSK A,A P MOLLER MAERSK,Industrials,Equity,"12,674,398.06",0.01,"12,674,398.06","6,305.00","2,010.21",Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
NHY,NORSK HYDRO,Materials,Equity,"12,681,924.86",0.01,"12,681,924.86","2,085,533.00",6.08,Norway,Oslo Bors Asa,NOK
27,GALAXY ENTERTAINMENT GROUP LTD,Consumer Discretionary,Equity,"12,627,128.27",0.01,"12,627,128.27","2,469,368.00",5.11,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
SKF B,SKF B,Industrials,Equity,"12,617,279.21",0.01,"12,617,279.21","533,987.00",23.63,Sweden,Nasdaq Omx Nordic,SEK
TLX,TALANX AG,Financials,Equity,"12,598,436.45",0.01,"12,598,436.45","91,458.00",137.75,Germany,Xetra,EUR
ELE,ENDESA SA,Utilities,Equity,"12,533,963.61",0.01,"12,533,963.61","423,482.00",29.60,Spain,Bolsa De Madrid,EUR
LI,KLEPIERRE REIT SA,Real Estate,Equity,"12,518,411.89",0.01,"12,518,411.89","312,636.00",40.04,France,Nyse Euronext - Euronext Paris,EUR
S68,SINGAPORE EXCHANGE LTD,Financials,Equity,"12,520,982.33",0.01,"12,520,982.33","990,226.00",12.64,Singapore,Singapore Exchange,SGD
FSV,FIRSTSERVICE SUBORDINATE VOTING CO,Real Estate,Equity,"12,493,344.80",0.01,"12,493,344.80","63,384.00",197.11,Canada,Toronto Stock Exchange,CAD
7911,TOPPAN HOLDINGS INC,Industrials,Equity,"12,414,770.66",0.01,"12,414,770.66","445,810.00",27.85,Japan,Tokyo Stock Exchange,JPY
KGF,KINGFISHER PLC,Consumer Discretionary,Equity,"12,403,677.62",0.01,"12,403,677.62","3,490,442.00",3.55,United Kingdom,London Stock Exchange,GBP
4689,LY CORP,Communication,Equity,"12,378,032.76",0.01,"12,378,032.76","3,758,400.00",3.29,Japan,Tokyo Stock Exchange,JPY
BNR,BRENNTAG,Industrials,Equity,"12,323,192.94",0.01,"12,323,192.94","194,855.00",63.24,Germany,Xetra,EUR
MPL,MEDIBANK PRIVATE LTD,Financials,Equity,"12,214,761.70",0.01,"12,214,761.70","3,692,170.00",3.31,Australia,Asx - All Markets,AUD
WISE,WISE PLC CLASS A,Financials,Equity,"12,215,919.53",0.01,"12,215,919.53","891,577.00",13.70,United Kingdom,London Stock Exchange,GBP
ITRK,INTERTEK GROUP PLC,Industrials,Equity,"12,217,990.18",0.01,"12,217,990.18","198,397.00",61.58,United Kingdom,London Stock Exchange,GBP
ORSTED,OERSTED,Utilities,Equity,"12,185,995.95",0.01,"12,185,995.95","254,696.00",47.85,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
DAL,DELTA AIR LINES INC,Industrials,Equity,"12,146,512.41",0.01,"12,146,512.41","229,743.00",52.87,United States,New York Stock Exchange Inc.,USD
4612,NIPPON PAINT HOLDINGS LTD,Materials,Equity,"12,150,890.16",0.01,"12,150,890.16","1,380,800.00",8.80,Japan,Tokyo Stock Exchange,JPY
CON,CONTINENTAL AG,Consumer Discretionary,Equity,"12,151,332.50",0.01,"12,151,332.50","143,369.00",84.76,Germany,Xetra,EUR
AC,ACCOR SA,Consumer Discretionary,Equity,"12,136,392.19",0.01,"12,136,392.19","250,314.00",48.48,France,Nyse Euronext - Euronext Paris,EUR
CPB,CAMPBELL SOUP,Consumer Staples,Equity,"12,138,294.74",0.01,"12,138,294.74","371,998.00",32.63,United States,NASDAQ,USD
HEIO,HEINEKEN HOLDING NV,Consumer Staples,Equity,"12,041,006.54",0.01,"12,041,006.54","176,303.00",68.30,Netherlands,Euronext Amsterdam,EUR
ALA,ALTAGAS LTD,Utilities,Equity,"12,049,518.12",0.01,"12,049,518.12","407,129.00",29.60,Canada,Toronto Stock Exchange,CAD
UNI,UNIPOL ASSICURAZIONI SPA,Financials,Equity,"11,951,967.44",0.01,"11,951,967.44","589,319.00",20.28,Italy,Borsa Italiana,EUR
6869,SYSMEX CORP,Health Care,Equity,"11,944,478.38",0.01,"11,944,478.38","711,721.00",16.78,Japan,Tokyo Stock Exchange,JPY
LKQ,LKQ CORP,Consumer Discretionary,Equity,"11,879,469.56",0.01,"11,879,469.56","396,511.00",29.96,United States,NASDAQ,USD
IAG,IA FINANCIAL INC,Financials,Equity,"11,871,117.08",0.01,"11,871,117.08","118,201.00",100.43,Canada,Toronto Stock Exchange,CAD
TIH,TOROMONT INDUSTRIES LTD,Industrials,Equity,"11,830,392.22",0.01,"11,830,392.22","114,528.00",103.30,Canada,Toronto Stock Exchange,CAD
YAR,YARA INTERNATIONAL,Materials,Equity,"11,756,955.79",0.01,"11,756,955.79","311,482.00",37.75,Norway,Oslo Bors Asa,NOK
DVA,DAVITA INC,Health Care,Equity,"11,681,006.04",0.01,"11,681,006.04","83,127.00",140.52,United States,New York Stock Exchange Inc.,USD
SGP,STOCKLAND STAPLED UNITS LTD,Real Estate,Equity,"11,660,604.36",0.01,"11,660,604.36","3,211,082.00",3.63,Australia,Asx - All Markets,AUD
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,"11,666,466.45",0.01,"11,666,466.45","960,203.00",12.15,United States,NASDAQ,USD
CA,CARREFOUR SA,Consumer Staples,Equity,"11,565,029.56",0.01,"11,565,029.56","809,321.00",14.29,France,Nyse Euronext - Euronext Paris,EUR
4755,RAKUTEN GROUP INC,Consumer Discretionary,Equity,"11,546,390.32",0.01,"11,546,390.32","2,254,612.00",5.12,Japan,Tokyo Stock Exchange,JPY
TREL B,TRELLEBORG B,Industrials,Equity,"11,525,822.81",0.01,"11,525,822.81","319,007.00",36.13,Sweden,Nasdaq Omx Nordic,SEK
BSL,BLUESCOPE STEEL LTD,Materials,Equity,"11,528,347.52",0.01,"11,528,347.52","776,059.00",14.85,Australia,Asx - All Markets,AUD
AKRBP,AKER BP,Energy,Equity,"11,520,807.56",0.01,"11,520,807.56","486,779.00",23.67,Norway,Oslo Bors Asa,NOK
JPY,JPY CASH,Cash and/or Derivatives,Cash,"11,503,028.44",0.01,"11,503,028.44","1,696,064,029.00",0.68,Japan,--,JPY
C6L,SINGAPORE AIRLINES LTD,Industrials,Equity,"11,500,065.20",0.01,"11,500,065.20","2,178,755.00",5.28,Singapore,Singapore Exchange,SGD
83,SINO LAND LTD,Real Estate,Equity,"11,394,833.48",0.01,"11,394,833.48","9,638,703.00",1.18,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
SCA B,SVENSKA CELLULOSA B,Materials,Equity,"11,290,441.02",0.01,"11,290,441.02","874,878.00",12.91,Sweden,Nasdaq Omx Nordic,SEK
TEN,TENARIS SA,Energy,Equity,"11,272,466.46",0.01,"11,272,466.46","633,282.00",17.80,Italy,Borsa Italiana,EUR
ALO,ALSTOM SA,Industrials,Equity,"11,279,166.24",0.01,"11,279,166.24","484,933.00",23.26,France,Nyse Euronext - Euronext Paris,EUR
66,MTR CORPORATION CORP LTD,Industrials,Equity,"11,240,969.20",0.01,"11,240,969.20","3,133,500.00",3.59,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
EMSN,EMS-CHEMIE HOLDING AG,Materials,Equity,"11,223,951.69",0.01,"11,223,951.69","14,102.00",795.91,Switzerland,SIX Swiss Exchange,CHF
MZTF,MIZRAHI TEFAHOT BANK LTD,Financials,Equity,"11,215,356.10",0.01,"11,215,356.10","192,072.00",58.39,Israel,Tel Aviv Stock Exchange,ILS
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"11,178,783.00",0.01,"11,178,783.00","395,010.00",28.30,United States,New York Stock Exchange Inc.,USD
GBLB,GROUPE BRUXELLES LAMBERT NV,Financials,Equity,"11,180,606.42",0.01,"11,180,606.42","133,335.00",83.85,Belgium,Nyse Euronext - Euronext Brussels,EUR
ORNBV,ORION CLASS B,Health Care,Equity,"11,121,463.33",0.01,"11,121,463.33","134,673.00",82.58,Finland,Nasdaq Omx Helsinki Ltd.,EUR
HEN,HENKEL AG,Consumer Staples,Equity,"11,101,142.10",0.01,"11,101,142.10","153,324.00",72.40,Germany,Xetra,EUR
ASX,ASX LTD,Financials,Equity,"11,079,961.35",0.01,"11,079,961.35","241,857.00",45.81,Australia,Asx - All Markets,AUD
SYENS,SYENSQO NV,Materials,Equity,"11,069,244.70",0.01,"11,069,244.70","128,705.00",86.01,Belgium,Nyse Euronext - Euronext Brussels,EUR
8951,NIPPON BUILDING FUND REIT INC,Real Estate,Equity,"10,992,589.78",0.01,"10,992,589.78","11,711.00",938.66,Japan,Tokyo Stock Exchange,JPY
4204,SEKISUI CHEMICAL LTD,Industrials,Equity,"10,937,812.08",0.01,"10,937,812.08","611,924.00",17.87,Japan,Tokyo Stock Exchange,JPY
A17U,CAPITALAND ASCENDAS REIT,Real Estate,Equity,"10,944,938.10",0.01,"10,944,938.10","5,127,405.00",2.13,Singapore,Singapore Exchange,SGD
288,WH GROUP LTD,Consumer Staples,Equity,"10,932,905.30",0.01,"10,932,905.30","10,836,000.00",1.01,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
CCL.B,CCL INDUSTRIES INC CLASS B,Materials,Equity,"10,852,734.32",0.01,"10,852,734.32","193,370.00",56.12,Canada,Toronto Stock Exchange,CAD
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,Equity,"10,833,811.74",0.01,"10,833,811.74","123,589.00",87.66,United States,NASDAQ,USD
7309,SHIMANO INC,Consumer Discretionary,Equity,"10,820,814.03",0.01,"10,820,814.03","98,395.00",109.97,Japan,Tokyo Stock Exchange,JPY
FOX,FOX CORP CLASS B,Communication,Equity,"10,790,535.63",0.01,"10,790,535.63","215,509.00",50.07,United States,NASDAQ,USD
BOL,BOLIDEN,Materials,Equity,"10,747,553.74",0.01,"10,747,553.74","340,658.00",31.55,Sweden,Nasdaq Omx Nordic,SEK
8136,SANRIO LTD,Consumer Discretionary,Equity,"10,716,965.65",0.01,"10,716,965.65","261,400.00",41.00,Japan,Tokyo Stock Exchange,JPY
JMT,JERONIMO MARTINS SA,Consumer Staples,Equity,"10,717,785.83",0.01,"10,717,785.83","435,462.00",24.61,Portugal,Nyse Euronext - Euronext Lisbon,EUR
CAE,CAE INC,Industrials,Equity,"10,706,348.92",0.01,"10,706,348.92","371,395.00",28.83,Canada,Toronto Stock Exchange,CAD
4911,SHISEIDO LTD,Consumer Staples,Equity,"10,685,286.50",0.01,"10,685,286.50","656,045.00",16.29,Japan,Tokyo Stock Exchange,JPY
KEY,KEYERA CORP,Energy,Equity,"10,676,307.70",0.01,"10,676,307.70","343,393.00",31.09,Canada,Toronto Stock Exchange,CAD
SKA B,SKANSKA B,Industrials,Equity,"10,649,063.41",0.01,"10,649,063.41","455,271.00",23.39,Sweden,Nasdaq Omx Nordic,SEK
4188,MITSUBISHI CHEMICAL GROUP CORP,Materials,Equity,"10,645,327.27",0.01,"10,645,327.27","2,052,570.00",5.19,Japan,Tokyo Stock Exchange,JPY
1801,TAISEI CORP,Industrials,Equity,"10,560,453.90",0.01,"10,560,453.90","164,998.00",64.00,Japan,Tokyo Stock Exchange,JPY
4151,KYOWA KIRIN LTD,Health Care,Equity,"10,560,872.42",0.01,"10,560,872.42","606,012.00",17.43,Japan,Tokyo Stock Exchange,JPY
EVD,CTS EVENTIM AG,Communication,Equity,"10,532,348.43",0.01,"10,532,348.43","92,356.00",114.04,Germany,Xetra,EUR
NESTE,NESTE,Energy,Equity,"10,530,613.67",0.01,"10,530,613.67","640,732.00",16.44,Finland,Nasdaq Omx Helsinki Ltd.,EUR
EDEN,EDENRED,Financials,Equity,"10,498,492.32",0.01,"10,498,492.32","370,491.00",28.34,France,Nyse Euronext - Euronext Paris,EUR
9843,NITORI HOLDINGS LTD,Consumer Discretionary,Equity,"10,506,225.37",0.01,"10,506,225.37","128,024.00",82.06,Japan,Tokyo Stock Exchange,JPY
OTEX,OPEN TEXT CORP,Information Technology,Equity,"10,485,960.80",0.01,"10,485,960.80","366,331.00",28.62,Canada,Toronto Stock Exchange,CAD
TEL2 B,TELE2 B,Communication,Equity,"10,482,222.18",0.01,"10,482,222.18","646,073.00",16.22,Sweden,Nasdaq Omx Nordic,SEK
TFII,TFI INTERNATIONAL INC,Industrials,Equity,"10,440,379.12",0.01,"10,440,379.12","117,673.00",88.72,Canada,Toronto Stock Exchange,CAD
2801,KIKKOMAN CORP,Consumer Staples,Equity,"10,438,644.92",0.01,"10,438,644.92","1,155,500.00",9.03,Japan,Tokyo Stock Exchange,JPY
PAH3,PORSCHE AUTOMOBIL HOLDING PREF,Consumer Discretionary,Equity,"10,418,209.82",0.01,"10,418,209.82","259,212.00",40.19,Germany,Xetra,EUR
OMV,OMV AG,Energy,Equity,"10,421,946.06",0.01,"10,421,946.06","202,582.00",51.45,Austria,Wiener Boerse Ag,EUR
CTC.A,CANADIAN TIRE LTD CLASS A,Consumer Discretionary,Equity,"10,395,943.84",0.01,"10,395,943.84","77,262.00",134.55,Canada,Toronto Stock Exchange,CAD
8593,MITSUBISHI HC CAPITAL INC,Financials,Equity,"10,397,495.68",0.01,"10,397,495.68","1,352,500.00",7.69,Japan,Tokyo Stock Exchange,JPY
RNO,RENAULT SA,Consumer Discretionary,Equity,"10,402,449.02",0.01,"10,402,449.02","287,992.00",36.12,France,Nyse Euronext - Euronext Paris,EUR
ELISA,ELISA,Communication,Equity,"10,349,904.87",0.01,"10,349,904.87","198,504.00",52.14,Finland,Nasdaq Omx Helsinki Ltd.,EUR
BTRW,BARRATT REDROW PLC,Consumer Discretionary,Equity,"10,267,969.82",0.01,"10,267,969.82","2,060,917.00",4.98,United Kingdom,London Stock Exchange,GBP
2269,MEIJI HOLDINGS LTD,Consumer Staples,Equity,"10,240,200.75",0.01,"10,240,200.75","485,800.00",21.08,Japan,Tokyo Stock Exchange,JPY
9602,TOHO (TOKYO) LTD,Communication,Equity,"10,213,641.70",0.01,"10,213,641.70","161,600.00",63.20,Japan,Tokyo Stock Exchange,JPY
5411,JFE HOLDINGS INC,Materials,Equity,"10,203,538.38",0.01,"10,203,538.38","889,687.00",11.47,Japan,Tokyo Stock Exchange,JPY
6823,HKT TRUST AND HKT UNITS LTD,Communication,Equity,"10,136,862.51",0.01,"10,136,862.51","6,197,223.00",1.64,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
QBR.B,QUEBECOR INC CLASS B,Communication,Equity,"10,083,480.76",0.01,"10,083,480.76","356,060.00",28.32,Canada,Toronto Stock Exchange,CAD
KBX,KNORR BREMSE AG,Industrials,Equity,"10,077,864.25",0.01,"10,077,864.25","101,377.00",99.41,Germany,Xetra,EUR
ORK,ORKLA,Consumer Staples,Equity,"10,035,526.84",0.01,"10,035,526.84","936,239.00",10.72,Norway,Oslo Bors Asa,NOK
T,TELUS CORP,Communication,Equity,"9,991,321.32",0.01,"9,991,321.32","632,975.00",15.78,Canada,Toronto Stock Exchange,CAD
6504,FUJI ELECTRIC LTD,Industrials,Equity,"9,953,601.68",0.01,"9,953,601.68","162,400.00",61.29,Japan,Tokyo Stock Exchange,JPY
6479,MINEBEA MITSUMI INC,Industrials,Equity,"9,954,733.97",0.01,"9,954,733.97","612,850.00",16.24,Japan,Tokyo Stock Exchange,JPY
ZAL,ZALANDO,Consumer Discretionary,Equity,"9,925,653.25",0.01,"9,925,653.25","339,468.00",29.24,Germany,Xetra,EUR
RXL,REXEL SA,Industrials,Equity,"9,912,343.47",0.01,"9,912,343.47","336,616.00",29.45,France,Nyse Euronext - Euronext Paris,EUR
ENT,ENTAIN PLC,Consumer Discretionary,Equity,"9,918,465.18",0.01,"9,918,465.18","736,034.00",13.48,United Kingdom,London Stock Exchange,GBP
3064,MONOTARO LTD,Industrials,Equity,"9,896,148.39",0.01,"9,896,148.39","568,200.00",17.42,Japan,Tokyo Stock Exchange,JPY
7259,AISIN CORP,Consumer Discretionary,Equity,"9,835,280.25",0.01,"9,835,280.25","663,994.00",14.81,Japan,Tokyo Stock Exchange,JPY
GET,GETLINK,Industrials,Equity,"9,837,145.32",0.01,"9,837,145.32","525,014.00",18.74,France,Nyse Euronext - Euronext Paris,EUR
LHA,DEUTSCHE LUFTHANSA AG,Industrials,Equity,"9,759,042.26",0.01,"9,759,042.26","1,132,577.00",8.62,Germany,Xetra,EUR
H,HYATT HOTELS CORP CLASS A,Consumer Discretionary,Equity,"9,696,933.87",0.01,"9,696,933.87","70,993.00",136.59,United States,New York Stock Exchange Inc.,USD
7701,SHIMADZU CORP,Information Technology,Equity,"9,680,301.67",0.01,"9,680,301.67","428,751.00",22.58,Japan,Tokyo Stock Exchange,JPY
7202,ISUZU MOTORS LTD,Consumer Discretionary,Equity,"9,667,998.24",0.01,"9,667,998.24","738,600.00",13.09,Japan,Tokyo Stock Exchange,JPY
LUN,LUNDIN MINING CORP,Materials,Equity,"9,634,917.67",0.01,"9,634,917.67","921,736.00",10.45,Canada,Toronto Stock Exchange,CAD
5019,IDEMITSU KOSAN LTD,Energy,Equity,"9,643,570.59",0.01,"9,643,570.59","1,478,370.00",6.52,Japan,Tokyo Stock Exchange,JPY
SCHN,SCHINDLER HOLDING AG,Industrials,Equity,"9,526,709.20",0.01,"9,526,709.20","27,079.00",351.81,Switzerland,SIX Swiss Exchange,CHF
IAG,INTERNATIONAL AIRLINES GROUP SA,Industrials,Equity,"9,512,868.43",0.01,"9,512,868.43","1,877,821.00",5.07,Spain,Bolsa De Madrid,EUR
SECU B,SECURITAS B,Industrials,Equity,"9,515,373.91",0.01,"9,515,373.91","624,704.00",15.23,Sweden,Nasdaq Omx Nordic,SEK
4704,TREND MICRO INC,Information Technology,Equity,"9,489,143.75",0.01,"9,489,143.75","152,079.00",62.40,Japan,Tokyo Stock Exchange,JPY
7272,YAMAHA MOTOR LTD,Consumer Discretionary,Equity,"9,461,675.88",0.01,"9,461,675.88","1,358,400.00",6.97,Japan,Tokyo Stock Exchange,JPY
IFT,INFRATIL LTD,Financials,Equity,"9,465,571.11",0.01,"9,465,571.11","1,350,125.00",7.01,New Zealand,New Zealand Exchange Ltd,NZD
7186,CONCORDIA FINANCIAL GROUP LTD,Financials,Equity,"9,451,844.82",0.01,"9,451,844.82","1,396,700.00",6.77,Japan,Tokyo Stock Exchange,JPY
7912,DAI NIPPON PRINTING LTD,Industrials,Equity,"9,396,824.28",0.01,"9,396,824.28","590,586.00",15.91,Japan,Tokyo Stock Exchange,JPY
6920,LASERTEC CORP,Information Technology,Equity,"9,368,425.51",0.01,"9,368,425.51","95,100.00",98.51,Japan,Tokyo Stock Exchange,JPY
VER,VERBUND AG,Utilities,Equity,"9,376,682.73",0.01,"9,376,682.73","121,092.00",77.43,Austria,Wiener Boerse Ag,EUR
INDT,INDUTRADE,Industrials,Equity,"9,358,408.94",0.01,"9,358,408.94","384,783.00",24.32,Sweden,Nasdaq Omx Nordic,SEK
APA,APA GROUP UNITS,Utilities,Equity,"9,244,497.04",0.01,"9,244,497.04","1,677,262.00",5.51,Australia,Asx - All Markets,AUD
AM,DASSAULT AVIATION SA,Industrials,Equity,"9,231,909.03",0.01,"9,231,909.03","29,519.00",312.75,France,Nyse Euronext - Euronext Paris,EUR
WIX,WIX.COM LTD,Information Technology,Equity,"9,189,048.51",0.01,"9,189,048.51","71,739.00",128.09,Israel,NASDAQ,USD
CAD,CAD CASH,Cash and/or Derivatives,Cash,"9,126,729.18",0.01,"9,126,729.18","12,581,653.00",72.54,Canada,--,CAD
7201,NISSAN MOTOR LTD,Consumer Discretionary,Equity,"9,123,633.65",0.01,"9,123,633.65","4,103,826.00",2.22,Japan,Tokyo Stock Exchange,JPY
SOL,WASHINGTON H SOUL PATTINSON & COMP,Financials,Equity,"9,097,030.16",0.01,"9,097,030.16","339,576.00",26.79,Australia,Asx - All Markets,AUD
WPP,WPP PLC,Communication,Equity,"9,016,175.27",0.01,"9,016,175.27","1,680,980.00",5.36,United Kingdom,London Stock Exchange,GBP
SBRY,SAINSBURY(J) PLC,Consumer Staples,Equity,"8,922,089.01",0.01,"8,922,089.01","2,265,060.00",3.94,United Kingdom,London Stock Exchange,GBP
EPI B,EPIROC CLASS B,Industrials,Equity,"8,900,014.91",0.01,"8,900,014.91","494,076.00",18.01,Sweden,Nasdaq Omx Nordic,SEK
J36,JARDINE MATHESON HOLDINGS LTD,Industrials,Equity,"8,904,598.04",0.01,"8,904,598.04","157,103.00",56.68,Hong Kong,Singapore Exchange,USD
SW,SODEXO SA,Consumer Discretionary,Equity,"8,818,725.01",0.01,"8,818,725.01","146,067.00",60.37,France,Nyse Euronext - Euronext Paris,EUR
IMCD,IMCD NV,Industrials,Equity,"8,779,903.36",0.01,"8,779,903.36","79,974.00",109.78,Netherlands,Euronext Amsterdam,EUR
NIBE B,NIBE INDUSTRIER CLASS B,Industrials,Equity,"8,712,816.21",0.01,"8,712,816.21","1,901,551.00",4.58,Sweden,Nasdaq Omx Nordic,SEK
ELI,ELIA GROUP SA,Utilities,Equity,"8,691,212.64",0.01,"8,691,212.64","74,107.00",117.28,Belgium,Nyse Euronext - Euronext Brussels,EUR
EMP.A,EMPIRE LTD CLASS A,Consumer Staples,Equity,"8,625,049.68",0.01,"8,625,049.68","214,004.00",40.30,Canada,Toronto Stock Exchange,CAD
MNDI,MONDI PLC,Materials,Equity,"8,627,777.91",0.01,"8,627,777.91","611,604.00",14.11,United Kingdom,London Stock Exchange,GBP
WFG,WEST FRASER TIMBER LTD,Materials,Equity,"8,617,133.28",0.01,"8,617,133.28","120,283.00",71.64,Canada,Toronto Stock Exchange,CAD
HKD,HKD CASH,Cash and/or Derivatives,Cash,"8,599,721.18",0.01,"8,599,721.18","67,506,091.00",12.74,Hong Kong,--,HKD
